
I

index:0, -5.207
index:1, -3.675
index:2, -2.144
index:3, -1.838
index:4, -1.838
index:5, -2.144
index:6, -1.531
index:7, -1.531
index:8, -2.756
index:9, -1.838
index:10, -2.450
index:11, -2.144
index:12, -1.838
index:13, -1.838
index:14, -1.838
index:15, -1.225
index:16, -1.838
index:17, -1.531
index:18, -2.144
index:19, -1.531
index:20, -2.144
index:21, -2.144
index:22, -1.838
index:23, -1.838
index:24, -1.838
index:25, -2.144
index:26, 0.306
index:27, -4.288
index:28, -3.063
index:29, -1.838
index:30, -2.144
index:31, -2.450
index:32, -1.531
index:33, 2.144
index:34, -4.594
index:35, -2.144
index:36, -1.531
index:37, -1.531
index:38, -2.450
index:39, -1.838
index:40, -0.613
index:41, -4.900
index:42, -1.531
index:43, -2.144
index:44, -0.919
index:45, -2.144
index:46, 3.981
index:47, -1.225
index:48, -4.900
index:49, -1.838
index:50, -1.225
index:51, -0.919
index:52, -3.063
index:53, 3.369
index:54, -2.144
index:55, -5.819
index:56, -1.838
index:57, -2.144
index:58, -2.450
index:59, -2.450
index:60, 2.756
index:61, -3.369
index:62, -4.900
index:63, -2.144
index:64, -2.450
index:65, -1.531
index:66, -0.919
index:67, 1.838
index:68, -2.756
index:69, -1.531
index:70, -2.450
index:71, -1.531
index:72, -2.144
index:73, -2.144
index:74, 0.613
index:75, -3.369
index:76, -1.225
index:77, -1.531
index:78, -2.450
index:79, -2.450
index:80, -1.838
index:81, -1.838
index:82, -1.225
index:83, -1.531
index:84, -1.838
index:85, -1.531
index:86, -1.225
index:87, -1.225
index:88, -2.144
index:89, -2.144
index:90, -1.225
index:91, -1.838
index:92, -2.450
index:93, -2.144
index:94, -2.144
index:95, -1.838
index:96, -2.450
index:97, -2.144
index:98, -2.450
index:99, -2.450

VSE0

index:0, 1270.391
index:1, 1270.697
index:2, 1271.004
index:3, 1270.085
index:4, 1271.004
index:5, 1269.472
index:6, 1268.859
index:7, 1270.391
index:8, 1270.085
index:9, 1268.859
index:10, 1269.166
index:11, 1269.166
index:12, 1270.085
index:13, 1270.085
index:14, 1269.472
index:15, 1269.472
index:16, 1270.697
index:17, 1269.166
index:18, 1278.354
index:19, 1269.778
index:20, 1270.391
index:21, 1269.472
index:22, 1268.859
index:23, 1269.778
index:24, 1235.476
index:25, 1312.655
index:26, 1273.760
index:27, 1274.679
index:28, 1273.453
index:29, 1274.066
index:30, 1274.066
index:31, 1252.321
